,location,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,make,model,region,car_age,car_name,power_per_cc
177,Bangalore,29000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,2.122261538862764,Hyundai,i20,South,5,Hyundai i20,0.06356017191977077
178,Mumbai,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3.133317936506554,Audi,A6,West,5,Audi A6,0.08858231707317074
179,Jaipur,88000,Diesel,Manual,First,25.44,936.0,57.6,5.0,0.4054651081081644,Chevrolet,Beat,North,7,Chevrolet Beat,0.06153846153846154
180,Kochi,53537,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,1.9300710850255671,Skoda,Superb,South,7,Skoda Superb,0.08773637374860957
181,Chennai,216000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,0.371563556432483,Ford,Fiesta,South,13,Ford Fiesta,0.04860614724803431
182,Hyderabad,51000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,3.5115454388310208,BMW,5,South,5,BMW 5,0.09523809523809523
183,Jaipur,118500,Petrol,Manual,First,12.9,1598.0,102.5,5.0,0.22314355131420976,Chevrolet,Optra,North,12,Chevrolet Optra,0.06414267834793493
184,Hyderabad,63000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,1.4350845252893227,Volkswagen,Polo,South,7,Volkswagen Polo,0.06163469557964971
185,Mumbai,25000,Diesel,Manual,First,19.98,1461.0,108.5,8.0,1.9095425048844386,Renault,Lodgy,West,4,Renault Lodgy,0.07426420260095824
186,Bangalore,37382,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,3.4657359027997265,Mercedes-Benz,E-Class,South,5,Mercedes-Benz E-Class,0.09384041063929072
187,Kochi,24773,Petrol,Manual,First,21.4,1197.0,83.1,5.0,2.0149030205422647,Maruti,Baleno,South,2,Maruti Baleno,0.06942355889724311
188,Delhi,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,1.5260563034950492,Hyundai,Verna,North,7,Hyundai Verna,0.07984829329962073
189,Kochi,52340,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.3962446919730587,Hyundai,i10,South,2,Hyundai i10,0.06266114180478821
190,Kochi,56739,Diesel,Manual,First,15.4,1997.0,120.0,7.0,2.333114298028869,Mahindra,Scorpio,South,3,Mahindra Scorpio,0.06009013520280421
191,Coimbatore,36091,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,4.0210567664522685,Others,Rover,South,1,Others Rover,0.08614043139054611
192,Chennai,120000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,0.9555114450274363,Ford,Figo,South,9,Ford Figo,0.04860614724803431
193,Mumbai,33000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,2.1400661634962708,Maruti,Ertiga,West,3,Maruti Ertiga,0.07091346153846154
194,Ahmedabad,60006,Petrol,Manual,First,18.420224719101125,1494.718045112782,110.78270676691729,5.0,1.0818051703517284,Honda,City,West,12,Honda City,0.07411612319068399
195,Kolkata,52000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,1.252762968495368,Honda,Amaze,East,5,Honda Amaze,0.06582109479305741
196,Jaipur,43571,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.2669476034873244,Hyundai,i10,North,4,Hyundai i10,0.06591478696741855
197,Kolkata,50000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,1.1786549963416462,Honda,Amaze,East,6,Honda Amaze,0.06582109479305741
198,Hyderabad,113000,Diesel,Manual,First,17.5,1896.0,106.0,5.0,1.5040773967762742,Skoda,Laura,South,11,Skoda Laura,0.05590717299578059
199,Delhi,90000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,1.6770965609079151,Renault,Duster,North,5,Renault Duster,0.05735797399041752
200,Chennai,29000,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,1.8718021769015913,Mahindra,NuvoSport,South,2,Mahindra NuvoSport,0.06697923643670463
201,Mumbai,20000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,2.1972245773362196,Maruti,Vitara,West,3,Maruti Vitara,0.07091346153846154
202,Kochi,61012,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1.791759469228055,Hyundai,i20,South,3,Hyundai i20,0.06836257309941521
203,Jaipur,87459,Petrol,Manual,First,14.7,1390.0,85.0,5.0,1.0116009116784799,Skoda,Fabia,North,10,Skoda Fabia,0.06115107913669065
204,Pune,70500,Petrol,Manual,First,15.64,1193.0,64.1,5.0,0.4054651081081644,Tata,Indigo,West,9,Tata Indigo,0.053730092204526396
205,Delhi,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,2.990719731730447,Audi,Q3,North,4,Audi Q3,0.08858231707317074
206,Mumbai,76000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,2.302585092994046,Skoda,Octavia,West,5,Skoda Octavia,0.09872080088987764
207,Delhi,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,1.0986122886681098,Toyota,Etios,North,5,Toyota Etios,0.04916422287390029
208,Kolkata,42001,Petrol,Manual,First,16.1,1240.469387755102,77.88168195718654,5.0,0.7466879474879751,Maruti,Swift,East,9,Maruti Swift,0.06278404185219784
209,Kochi,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,2.481567748522486,Mercedes-Benz,B,South,5,Mercedes-Benz B,0.07567398119122257
210,Kolkata,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,1.1786549963416462,Honda,Amaze,East,6,Honda Amaze,0.06582109479305741
211,Jaipur,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,1.55814461804655,Hyundai,Verna,North,7,Hyundai Verna,0.07984829329962073
212,Mumbai,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,1.7833912195575383,Renault,Duster,West,5,Renault Duster,0.05735797399041752
213,Delhi,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,2.0980179272527715,Hyundai,Creta,North,4,Hyundai Creta,0.07624135763670647
214,Mumbai,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,1.4398351280479205,Maruti,Wagon,West,3,Maruti Wagon,0.06713426853707415
215,Kolkata,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,2.3513752571634776,Mercedes-Benz,New,East,9,Mercedes-Benz New,0.10356347438752785
216,Delhi,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,3.8066624897703196,Audi,A8,North,7,Audi A8,0.08314796090326929
217,Pune,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.0647107369924282,Hyundai,i10,West,7,Hyundai i10,0.06266114180478821
218,Mumbai,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,2.186051276738094,Skoda,Rapid,West,2,Skoda Rapid,0.06478097622027534
219,Hyderabad,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,3.258096538021482,Skoda,Superb,South,2,Skoda Superb,0.09869855394883204
220,Coimbatore,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,2.1065702090680887,Hyundai,i20,South,1,Hyundai i20,0.0683876357560568
221,Kolkata,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,1.252762968495368,Honda,Amaze,East,5,Honda Amaze,0.06582109479305741
222,Chennai,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,0.22314355131420976,Maruti,Wagon,South,15,Maruti Wagon,0.06723446893787574
223,Hyderabad,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,1.308332819650179,Mahindra,Verito,South,6,Mahindra Verito,0.044490075290896644
224,Coimbatore,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,3.6740195912069122,Mercedes-Benz,New,South,1,Mercedes-Benz New,0.07821745216985534
225,Kolkata,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,0.9745596399981308,Maruti,Wagon,East,6,Maruti Wagon,0.06717434869739479
226,Coimbatore,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,2.188295946591918,Nissan,Terrano,South,4,Nissan Terrano,0.07426420260095824
227,Delhi,47000,Diesel,Manual,First,17.8,1248.0,77.88168195718654,5.0,1.410986973710262,Maruti,Swift,North,6,Maruti Swift,0.062405193875950754
228,Kochi,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,3.5743099993708003,Others,Cooper,South,2,Others Cooper,0.09463463463463465
229,Bangalore,70436,Diesel,Manual,First,19.629799999999996,1498.0,99.0,5.0,1.2809338454620642,Ford,Figo,South,4,Ford Figo,0.06608811748998665
230,Jaipur,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,-0.16251892949777494,Tata,Indica,North,12,Tata Indica,0.03832378223495702
231,Kochi,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,1.199964782928397,Chevrolet,Beat,South,3,Chevrolet Beat,0.0640533778148457
232,Mumbai,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,1.2809338454620642,Volkswagen,Polo,West,7,Volkswagen Polo,0.06163469557964971
233,Hyderabad,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1.916922612182061,Maruti,Swift,South,3,Maruti Swift,0.05929487179487179
234,Kolkata,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,0.9162907318741551,Ford,Figo,East,7,Ford Figo,0.04864188706218728
235,Kochi,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,2.97756830292632,Toyota,Innova,South,0,Toyota Innova,0.062250453720508164
236,Mumbai,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,1.9459101490553132,Hyundai,Santa,West,8,Hyundai Santa,0.08835834470213734
237,Kolkata,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1.3532545070416904,Honda,City,East,8,Honda City,0.0783567134268537
238,Kochi,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1.8357763546448294,Hyundai,i20,South,1,Hyundai i20,0.06836257309941521
239,Kochi,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,2.8970163006148333,Mercedes-Benz,New,South,4,Mercedes-Benz New,0.07821745216985534
240,Mumbai,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,0.9745596399981308,Chevrolet,Beat,West,6,Chevrolet Beat,0.06153846153846154
241,Kochi,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1.9740810260220096,Hyundai,i20,South,4,Hyundai i20,0.06356017191977077
242,Coimbatore,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,2.6602595372658615,Toyota,Innova,South,4,Toyota Innova,0.04033680834001604
243,Chennai,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,1.9315214116032138,Maruti,Ertiga,South,6,Maruti Ertiga,0.07112179487179487
244,Mumbai,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,2.3749057545736716,Toyota,Innova,West,5,Toyota Innova,0.0408981555733761
245,Mumbai,72000,Petrol,Manual,Third,17.0,1086.0,62.279310344827586,5.0,-0.05129329438755058,Hyundai,Santro,West,12,Hyundai Santro,0.057347431256747315
246,Kochi,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,2.0906287310704004,Honda,City,South,3,Honda City,0.0783567134268537
247,Ahmedabad,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,2.917770732084279,BMW,X1,West,5,BMW X1,0.09223057644110276
248,Mumbai,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,1.55814461804655,Hyundai,Grand,West,2,Hyundai Grand,0.0625
249,Chennai,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,2.134166441369082,Maruti,Ciaz,South,3,Maruti Ciaz,0.07091346153846154
250,Kolkata,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,1.252762968495368,Skoda,Rapid,East,7,Skoda Rapid,0.06483103879849812
251,Kochi,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,0.5877866649021191,Hyundai,Accent,South,13,Hyundai Accent,0.05492297387809779
252,Jaipur,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,1.308332819650179,Volkswagen,Polo,North,5,Volkswagen Polo,0.0691588785046729
253,Coimbatore,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,1.969905654611529,Honda,Jazz,South,2,Honda Jazz,0.07397831526271893
254,Jaipur,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,0.5596157879354227,Hyundai,i10,North,9,Hyundai i10,0.06266114180478821
255,Kochi,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,3.09058780456667,Hyundai,Tucson,South,1,Hyundai Tucson,0.09172932330827067
256,Pune,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2.9258461460898246,Toyota,Innova,West,2,Toyota Innova,0.06176347680735479
257,Jaipur,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,0.6151856390902335,Maruti,Omni,North,8,Maruti Omni,0.04396984924623116
258,Coimbatore,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,1.7833912195575383,Maruti,Swift,South,2,Maruti Swift,0.0683375104427736
259,Mumbai,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,1.3217558399823195,Hyundai,Grand,West,5,Hyundai Grand,0.06850459482038429
260,Pune,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1.3217558399823195,Maruti,Swift,West,7,Maruti Swift,0.05929487179487179
261,Hyderabad,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,0.9555114450274363,Hyundai,Verna,South,11,Hyundai Verna,0.0797724399494311
262,Hyderabad,99000,Petrol,Manual,First,17.200217391304346,1086.0,62.279310344827586,5.0,0.5596157879354227,Hyundai,Santro,South,13,Hyundai Santro,0.057347431256747315
263,Mumbai,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,1.0296194171811581,Hyundai,i20,West,9,Hyundai i20,0.06683375104427736
264,Coimbatore,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,4.11561669749764,Mercedes-Benz,GLE,South,2,Mercedes-Benz GLE,0.08529963173752929
265,Bangalore,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,2.8903717578961645,Mercedes-Benz,New,South,5,Mercedes-Benz New,0.07914338919925512
266,Hyderabad,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,1.4701758451005926,Maruti,Ritz,South,5,Maruti Ritz,0.05924679487179487
267,Bangalore,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,2.6210388241125804,Hyundai,Creta,South,3,Hyundai Creta,0.0797724399494311
268,Pune,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,0.6931471805599453,Maruti,A-Star,West,9,Maruti A-Star,0.06623246492985971
269,Delhi,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,2.302585092994046,Renault,Duster,North,3,Renault Duster,0.0742299794661191
270,Delhi,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,0.5007752879124892,Others,Grande,North,9,Others Grande,0.060897435897435896
271,Coimbatore,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,3.8236288546655506,BMW,X3,South,2,BMW X3,0.08620113598396258
272,Bangalore,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,1.1786549963416462,Hyundai,i10,South,9,Hyundai i10,0.06591478696741855
273,Pune,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,2.5494451709255714,Toyota,Innova,West,3,Toyota Innova,0.0408981555733761
274,Mumbai,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,-0.5978370007556204,Maruti,Zen,West,17,Maruti Zen,0.06042296072507553
275,Hyderabad,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,1.9671123567059163,Maruti,Swift,South,1,Maruti Swift,0.05929487179487179
276,Pune,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,1.9459101490553132,Mahindra,Scorpio,West,6,Mahindra Scorpio,0.05507113354749885
277,Pune,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,1.3217558399823195,Tata,Zest,West,2,Tata Zest,0.05929487179487179
278,Mumbai,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,2.1400661634962708,Ford,EcoSport,West,2,Ford EcoSport,0.12336336336336336
279,Jaipur,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,1.4701758451005926,Maruti,Swift,North,7,Maruti Swift,0.05929487179487179
280,Kochi,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,1.1817271953786161,Maruti,Alto,South,3,Maruti Alto,0.059422110552763814
281,Jaipur,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.43746264769429,Honda,City,North,8,Honda City,0.0788243152972612
282,Kochi,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,4.253624919869357,Audi,Q7,South,1,Audi Q7,0.08136164475901585
283,Mumbai,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,1.0818051703517284,Skoda,Laura,West,10,Skoda Laura,0.055379746835443035
284,Kochi,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,1.4539530095937054,Hyundai,Verna,South,7,Hyundai Verna,0.07624135763670647
285,Jaipur,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,1.2725655957915476,Honda,City,North,10,Honda City,0.0788243152972612
286,Kolkata,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,1.1346227261911428,Hyundai,i20,East,6,Hyundai i20,0.06361031518624642
287,Coimbatore,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,1.7850704810772584,Hyundai,i20,South,5,Hyundai i20,0.07063037249283667
288,Hyderabad,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,1.547562508716013,Volkswagen,Vento,South,8,Volkswagen Vento,0.06483103879849812
289,Ahmedabad,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1.9315214116032138,Honda,City,West,5,Honda City,0.0783567134268537
290,Pune,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,1.6582280766035324,Tata,Zest,West,1,Tata Zest,0.05929487179487179
291,Pune,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,3.332204510175204,BMW,5,West,4,BMW 5,0.0887218045112782
292,Delhi,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,0.30010459245033816,Maruti,Wagon,North,10,Maruti Wagon,0.06314797360980208
293,Delhi,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,1.5789787049493917,Honda,Jazz,North,4,Honda Jazz,0.07397831526271893
294,Coimbatore,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,1.9021075263969205,Volkswagen,Jetta,South,7,Volkswagen Jetta,0.055379746835443035
295,Hyderabad,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.1314021114911006,Hyundai,i10,South,9,Hyundai i10,0.06591478696741855
296,Kochi,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,2.925309809257445,Mercedes-Benz,New,South,4,Mercedes-Benz New,0.07932804479701354
297,Pune,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.0296194171811581,Hyundai,i10,West,7,Hyundai i10,0.06591478696741855
298,Chennai,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,3.0081547935525483,Toyota,Innova,South,3,Toyota Innova,0.06176347680735479
299,Kochi,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3.2876553402630266,Audi,A6,South,4,Audi A6,0.08858231707317074
300,Hyderabad,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,2.1114245875328868,Toyota,Innova,South,9,Toyota Innova,0.04033680834001604
301,Mumbai,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,1.358409157630355,Volkswagen,Polo,West,4,Volkswagen Polo,0.06168614357262104
302,Hyderabad,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,0.7419373447293773,Maruti,Alto,South,8,Maruti Alto,0.06723446893787574
303,Mumbai,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,2.540814281726296,Honda,City,West,2,Honda City,0.0783567134268537
304,Coimbatore,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,0.9477893989335261,Tata,Indigo,South,6,Tata Indigo,0.0498220640569395
305,Kochi,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3.033509637888021,Audi,A6,South,5,Audi A6,0.08858231707317074
306,Delhi,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,3.0086484988205373,Mercedes-Benz,GLA,North,4,Mercedes-Benz GLA,0.06346243583761083
307,Chennai,58000,Petrol,Manual,Second,17.200217391304346,1086.0,62.279310344827586,5.0,0.4054651081081644,Hyundai,Santro,South,13,Hyundai Santro,0.057347431256747315
308,Kolkata,60020,Diesel,Manual,First,17.8,1248.0,77.88168195718654,5.0,0.9162907318741551,Maruti,Swift,East,8,Maruti Swift,0.062405193875950754
309,Hyderabad,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,1.4469189829363254,Maruti,Celerio,South,5,Maruti Celerio,0.06717434869739479
310,Hyderabad,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,4.04305126783455,Mercedes-Benz,GLE,South,2,Mercedes-Benz GLE,0.09386374241717219
311,Delhi,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,3.784189633918261,Others,Rover,North,2,Others Rover,0.08614043139054611
312,Hyderabad,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,1.2947271675944,Volkswagen,Vento,South,8,Volkswagen Vento,0.06483103879849812
313,Hyderabad,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,0.7178397931503168,Maruti,Omni,South,7,Maruti Omni,0.04396984924623116
314,Kochi,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,1.1410330045520618,Honda,Brio,South,7,Honda Brio,0.07245409015025041
315,Hyderabad,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,0.4054651081081644,Tata,Sumo,South,19,Tata Sumo,0.02811231393775372
316,Pune,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.0473189942805592,Tata,Indica,West,7,Tata Indica,0.06009615384615385
317,Delhi,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,0.9745596399981308,Maruti,Wagon,North,7,Maruti Wagon,0.06723446893787574
318,Hyderabad,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,2.3608540011180215,Mahindra,XUV500,South,4,Mahindra XUV500,0.06424965580541533
319,Pune,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,0.22314355131420976,Tata,Indigo,West,11,Tata Indigo,0.050143266475644696
320,Mumbai,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,2.1102132003465894,Maruti,Ertiga,West,1,Maruti Ertiga,0.06824471959213402
321,Mumbai,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,1.4929040961781488,Honda,Accord,West,8,Honda Accord,0.07544604927782497
322,Kolkata,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,1.308332819650179,Maruti,Swift,East,7,Maruti Swift,0.059214743589743594
323,Hyderabad,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,1.0296194171811581,Ford,Fiesta,South,10,Ford Fiesta,0.04860614724803431
324,Kolkata,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,0.5877866649021191,Honda,City,East,11,Honda City,0.052104208416833664
325,Kochi,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3.08876713952118,Audi,A6,South,5,Audi A6,0.08858231707317074
326,Mumbai,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,3.8918202981106265,BMW,6,West,8,BMW 6,0.10457734714333444
327,Coimbatore,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,4.137882864236584,Audi,Q7,South,2,Audi Q7,0.08257499157398045
328,Pune,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,0.3364722366212129,Maruti,Zen,West,11,Maruti Zen,0.06723446893787574
329,Pune,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,1.7047480922384253,Hyundai,i20,West,7,Hyundai i20,0.06446991404011461
330,Bangalore,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,1.0818051703517284,Hyundai,i10,South,10,Hyundai i10,0.06591478696741855
331,Kochi,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,1.925707441737794,Honda,Jazz,South,3,Honda Jazz,0.07397831526271893
332,Hyderabad,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,1.8164520818184267,Maruti,Swift,South,4,Maruti Swift,0.05929487179487179
333,Pune,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,1.1939224684724346,Hyundai,i20,West,8,Hyundai i20,0.06921470342522974
334,Kolkata,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,0.9360933591703348,Volkswagen,Polo,East,8,Volkswagen Polo,0.06168614357262104
